Date,Location,P1,P2,OT Character,RCS Character,Team,P3 Color,P3 Character,P4 Color,P4 Character,Match,Result,Wanted Form,Form,Stage,Common Notes,,,,,,,,Other Notes
,,,,,Banjo & Kazooie,7642,Blue/Gray,Richter,,Ike,11077,3,Small Battlefield,Battlefield,Yoshi's Story,,,,,,,,,
,,,,,Banjo & Kazooie,7643,Purple,Piranha Plant,Red,Byleth,11078,5,Small Battlefield,No Hazards?,Mario Galaxy,,,,,,,,,
,,,,,Banjo & Kazooie,7644,Magic/Cat,Mii Brawler,Mush/Bionic,Mii Brawler,11079,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Pikachu,7645,Gold,Captain Falcon,Green,Ike,11080,2,Small Battlefield,Omega,Yoshi's Island B,,,,,,,,,
,,,,,Pikachu,7646,Black,Donkey Kong,Green,Donkey Kong,11081,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Pikachu,7647,Black,Dr. Mario,,Byleth,11082,-1,Small Battlefield,Omega,Kongo Jungle M,,,,,,,,,
,,,,,Samus,7648,Ludwig,Bowser Jr.,Red,Byleth,11083,5,Small Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
,,,,,Samus,7649,,Fox,,Zero Suit Samus,11084,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Samus,7650,,Little Mac,,Sonic,11085,3,Small Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
,,,,,Samus,7651,,Falco,,Roy,11086,-4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Ridley,7652,,Mario,,Bowser,11087,-3,Small Battlefield,Small Battlefield,Small Battlefield,Good,Chop,,,,,,,
,,,,,Ridley,7653,,Joker,Pink,Captain Falcon,11088,3,Small Battlefield,Small Battlefield,Small Battlefield,CPU,,,,,,,,Opponents instantly became CPUs
,,,,,Ridley,7654,Blue,Samus,Green,Captain Falcon,11089,2,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Ridley,7655,Teal,King K. Rool,,Samus,11090,1 to 3 at time,Small Battlefield,Omega,Wii Fit Studio,3m3s,,,,,,,,
,,,,,Ridley,7656,,Simon,Blue/Gray,Richter,11091,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7657,Gold,Ridley,Nurse,Jigglypuff,11092,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7658,Green,Kirby,Blue,Yoshi,11093,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7659,White,Simon,White,Ganondorf,11094,2,Small Battlefield,Omega,Mario Circuit U,,,,,,,,,
,,,,,Kirby,,,,,,11095,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7660,Green,Donkey Kong,Green,Captain Falcon,11096,4,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Kirby,7661,Waluigi Hat,Mii Brawler,Yellow,Wario,11097,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7662,,Diddy Kong,Red,Isabelle,11098,5,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Pokemon Trainer,7663,Red,R.O.B.,Red/Green,Lucina,11099,2,Small Battlefield,Omega,Battlefield,,,,,,,,,
,,,,,Pokemon Trainer,7664,,Ice Climbers,,Dark Pit,11100,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Pokemon Trainer,7665,Pink,Captain Falcon,Cyan,Sonic,11101,2,Small Battlefield,Omega,Mushroomy Kingdom,,,,,,,,,
,,,,,Pokemon Trainer,7666,Black Ribbon,Cloud,Blue,Mario,11102,-1,Small Battlefield,Omega,Spirit Train,Good,,,,,,,,
2020-08-26,Ann Arbor,OT,RCS,,Min Min,7667,Saturn,Ness,,King K. Rool,11103,3,Battlefield,Battlefield,Magicant,,,,,,,,,
,,,,,Min Min,7668,,Chrom,,Robin,11104,"Connection
Error",Battlefield,Battlefield,Great Bay,Good,,,,,,,,"No lag/freeze, but instant connection error"
,,,,,Min Min,7669,White F,Corrin,White,Zelda,11105,2,Battlefield,Battlefield,Wuhu Island,,,,,,,,,
,,,,,Min Min,,,,,,11106,4,Battlefield,Battlefield,Gerudo Valley,,,,,,,,,
,,,,,Min Min,7670,Gray,King K. Rool,Black,Greninja,11107,6,Battlefield,Battlefield,Dream Land 64,,,,,,,,,
,,,,,Min Min,7671,Gray,Dark Samus,Black Ribbon,Cloud,11108,2,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Min Min,7672,Blue,Bowser,Green,Villager,11109,4,Battlefield,Battlefield,Mushroomy Kingdom,,,,,,,,,
,,,,,Min Min,7673,,King Dedede,Red,Ridley,11110,-1,Battlefield,Battlefield,Wario Ware Inc.,Good,,,,,,,,
,,,,,Min Min,7674,White,King K. Rool,,Hero,11111,4,Battlefield,Battlefield,Port Town Aero Dive,,,,,,,,,
,,,,,Min Min,7675,,Lucina,Aqua,Min Min,11112,5,Battlefield,Omega,Pokemon Stadium 2,,,,,,,,,
,,,,,Min Min,,,,,,11113,4,Battlefield,Omega,Kalos Pokemon League,,,,,,,,,
,,,,,Min Min,7676,Black,Mega Man,Blue,Hero,11114,4,Battlefield,Battlefield,Luigi's Mansion,,,,,,,,,
,,,,,Cloud,7677,Green,Lucas,Belch,Ness,11115,3,Battlefield,Battlefield,Bridge of Eldin,Good,,,,,,,,
,,,,,Cloud,,,,,,11116,3,Battlefield,Battlefield,Spear Pillar,,,,,,,,,
,,,,,Cloud,7678,,Pikachu,Black,Donkey Kong,11117,5,Battlefield,Battlefield,Wily Castle,SM,SB,,,,,,,
,,,,,Cloud,7679,White,Link,Gray,Ryu,11118,3,Battlefield,Battlefield,Castle Siege,,,,,,,,,
,,,,,Cloud,7680,Orange,King K. Rool,White,King K. Rool,11119,4,Battlefield,Battlefield,Bridge of Eldin,,,,,,,,,
,,,,,Cloud,,,,,,11120,3,Battlefield,Omega,Mushroom Kingdom,,,,,,,,,
,,,,,Cloud,7681,Black,Corrin,Red,Roy,11121,4,Battlefield,Regular,Great Bay,,,,,,,,,
,,,,,Cloud,7682,,Mii Brawler,Blue,Bowser,11122,2,Battlefield,Omega,Luigi's Mansion,,,,,,,,,
,,,,,Cloud,7683,White,Donkey Kong,,Bowser,11123,-2,Battlefield,Battlefield,New Donk City Hall,Good,,,,,,,,
,,,,,Cloud,,,,,,11124,-2,Battlefield,Battlefield,Delfino Plaza,,,,,,,,,
,,,,,Cloud,7684,,Terry,Gray,King K. Rool,11125,2,Battlefield,Battlefield,Norfair,Chop,,,,,,,,
,,,,,Cloud,,,,,,11126,2,Battlefield,Battlefield,Pirate Ship,,,,,,,,,
,,,,,Cloud,7685,Blue,King Dedede,Morton,Bowser Jr.,11127,2,Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Young Link,7686,White,Donkey Kong,Purple,Dark Pit,11128,2,Battlefield,Omega,Battlefield,,,,,,,,,
,,,,,Young Link,,,,,,11129,4,Battlefield,Omega,Princess Peach's Castle,,,,,,,,,
,,,,,Young Link,7687,,Villager,Teal F,Byleth,11130,3,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Young Link,7688,,Mr. Game & Watch,Purple,Piranha Plant,11131,1,Battlefield,Battlefield,Hanenbow,,,,,,,,,
,,,,,Young Link,7689,Purple,Simon,Red,Peach,11132,2,Battlefield,Omega,Wily Castle,Good,,,,,,,,
,,,,,Young Link,7690,,Donkey Kong,Gray,Lucina,11133,5,Battlefield,Battlefield,Smashville,,,,,,,,,
,,,,,Young Link,7691,Cyan,King Dedede,,Sheik,11134,3,Battlefield,Omega,Pokemon Stadium 2,,,,,,,,,
,,,,,Young Link,7692,White,Link,Orange,Bowser,11135,-3,Battlefield,Omega,Coliseum,,,,,,,,,
,,,,,Mewtwo,7693,Red,Bayonetta,Red,Captain Falcon,11136,3,Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Mewtwo,,,,,,11137,-2,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mewtwo,7694,Blue,Hero,,Mega Man,11138,3,Battlefield,Regular,Pirate Ship,4m3s,SM,SB,AT,PB,I,,,
,,,,,Mewtwo,7695,White,Ganondorf,Cyan,Yoshi,11139,1,Battlefield,Battlefield,Frigate Orpheon,,,,,,,,,
,,,,,Mewtwo,,,,,,11140,-2,Battlefield,Battlefield,Unova Pokemon League,,,,,,,,,
,,,,,Mewtwo,7696,Purple,Luigi,Wedding,Mario,11141,4,Battlefield,Battlefield,Garreg Mach Monastery,,,,,,,,,
,,,,,Wolf,7697,,Sonic,Pink,Corrin,11142,5,Battlefield,Battlefield,Rainbow Cruise,,,,,,,,,
,,,,,Wolf,,,,,,11143,4,Battlefield,Battlefield,Smashville,,,,,,,,,
,,,,,Wolf,7698,Yellow,Sonic,White,Robin,11144,4,Battlefield,Battlefield,Kongo Jungle 64,,,,,,,,,
,,,,,Wolf,,,,,,11145,2,Battlefield,Battlefield,Flat Zone,,,,,,,,,
,,,,,Wolf,7699,,Link,,King Dedede,11146,5,Battlefield,Battlefield,Wii Fit Studio,Chop,,,,,,,,
,,,,,King Dedede,7700,Black,Cloud,,Cloud,11147,4,Battlefield,Battlefield,Onett,,,,,,,,,
,,,,,King Dedede,7701,Pink,Donkey Kong,Blue,Kirby,11148,5,Battlefield,Battlefield,Tortimer Island,,,,,,,,,
,,,,,King Dedede,7702,Red,Link,Pink,Young Link,11149,2,Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,King Dedede,,,,,,11150,-2,Battlefield,Battlefield,Skyworld,,,,,,,,,
,,,,,King Dedede,,,,,,11151,1,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Pokemon Trainer,,,,,,11152,1,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Pokemon Trainer,7703,White,King K. Rool,Red,Byleth,11153,3,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Pokemon Trainer,,,,,,11154,5,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Pokemon Trainer,7704,Aqua,Roy,Blue,Hero,11155,-1,Battlefield,Battlefield,Delfino Plaza,,,,,,,,,
,,,,,Pokemon Trainer,7705,Red,Joker,Red,Byleth,11156,5,Battlefield,Omega,Skyworld,,,,,,,,,
,,,,,Pokemon Trainer,,,,,,11157,6,Battlefield,Omega,Castle Siege,,,,,,,,,
,,,,,Pokemon Trainer,7706,Lime M,Byleth,Purple,Ken,11158,-3,Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Pokemon Trainer,7707,White,Donkey Kong,Black,Snake,11159,3,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Pokemon Trainer,7708,Green,Ike,Black/Red,Dark Pit,11160,5,Battlefield,Battlefield,Skyloft,,,,,,,,,
,,,,,Pokemon Trainer,7709,Black/Red,Dark Pit,,Chrom,11161,2,Battlefield,Regular,Skyloft,,,,,,,,,
,,,,,Pokemon Trainer,7710,Yellow,Ness,,Falco,11162,3,Battlefield,Battlefield,Umbra Clock Tower,,,,,,,,,
2020-08-31,Ann Arbor,OT,RCS,,Pokemon Trainer,7711,Libre,Pikachu,,Pichu,11163,6,Battlefield,Battlefield,Spiral Mountain,,,,,,,,,
,,,,,Pokemon Trainer,7712,Blue,Ganondorf,White,Ganondorf,11164,5,Battlefield,Battlefield,Duck Hunt,,,,,,,,,
,,,,,Pokemon Trainer,7713,Red,Byleth,Nurse,Jigglypuff,11165,4,Battlefield,Battlefield,Living Room,,,,,,,,,
,,,,,Pokemon Trainer,7714,Black,Donkey Kong,Purple,Ganondorf,11166,3,Battlefield,Battlefield,Wario Ware Inc.,,,,,,,,,
,,,,,Pokemon Trainer,7715,Blue,Captain Falcon,Blue,Ganondorf,11167,3 out of 4,Battlefield,Omega,Battlefield,,,,,,,,,
,,,,,Pokemon Trainer,,,,,,11168,4 out of 4,Battlefield,Omega,Golden Plains,,,,,,,,,
,,,,,Pokemon Trainer,7716,Pink,R.O.B.,Blue,Bowser,11169,3,Battlefield,Omega,Smashville,,,,,,,,,
,,,,,Pokemon Trainer,,,,,,11170,2,Battlefield,Battlefield,Final Destination,,,,,,,,,
,,,,,Pokemon Trainer,7717,White,Ness,Yellow,R.O.B.,11171,2,Battlefield,Omega,Pokemon Stadium,,,,,,,,,
,,,,,Pokemon Trainer,,,,,,11172,4,Battlefield,Battlefield,Mario Bros.,,,,,,,,,
,,,,,Pokemon Trainer,,,,,,11173,3,Battlefield,Omega,Find Mii,,,,,,,,,
,,,,,Peach,7718,,Bowser,,Piranha Plant,11174,4,Battlefield,Battlefield,Battlefield,Chop,,,,,,,,
,,,,,Peach,7719,,Lucina,White,Kirby,11175,2,Battlefield,Battlefield,Corneria,,,,,,,,,
,,,,,Peach,,,,,,11176,3,Battlefield,Battlefield,Moray Towers,,,,,,,,,
,,,,,Peach,7720,Teal,King K. Rool,Craft,Yoshi,11177,4,Battlefield,Battlefield,Prism Tower,,,,,,,,,
,,,,,Peach,7721,Pink,Captain Falcon,Olive,Toon Link,11178,-1,Battlefield,Battlefield,Shadow Moses Island,Good,,,,,,,,
,,,,,Peach,,,,,,11179,3,Battlefield,Battlefield,Balloon Fight,,,,,,,,,
,,,,,Robin,7722,Pink,Greninja,Blue,Inkling,11180,3,Battlefield,Omega,Yoshi's Island 64,,,,,,,,,
,,,,,Robin,7723,Yellow,Ness,Dark,Kirby,11181,5,Battlefield,Battlefield,Dream Land 64,,,,,,,,,
,,,,,Robin,7724,Blonde,Little Mac,Blue,Min Min,11182,3,Battlefield,Omega,Gamer,Chop,,,,,,,,
,,,,,Robin,7725,,Bayonetta,White,Ganondorf,11183,1,Battlefield,Omega,Unova Pokemon League,Good,Chop,,,,,,,
,,,,,Robin,,,,,,11184,-3,Battlefield,Battlefield,Wario Ware Inc.,,,,,,,,,
,,,,,Robin,,,,,,11185,2,Battlefield,Battlefield,Yoshi's Story,,,,,,,,,
,,,,,Robin,,,,,,11186,3,Battlefield,Battlefield,Moray Towers,,,,,,,,,
,,,,,Ganondorf,7726,Yellow,Yoshi,,Villager,11187,3,Battlefield,Battlefield,Mementos,,,,,,,,,
,,,,,Ganondorf,,,,,,11188,3,Battlefield,Omega,Port Town Aero Dive,,,,,,,,,
,,,,,Ganondorf,,,,,,11189,2,Battlefield,Omega,Wuhu Island,,,,,,,,,
,,,,,Ganondorf,7727,Purple,Donkey Kong,White,Donkey Kong,11190,3,Battlefield,Battlefield,Brinstar,,,,,,,,,
,,,,,Ganondorf,,,,,,11191,3,Battlefield,Battlefield,Luigi's Mansion,,,,,,,,,
,,,,,Ganondorf,,,,,,11192,2,Battlefield,Battlefield,Mario Circuit B,,,,,,,,,
,,,,,Ganondorf,7728,Gray,Incineroar,Green,Mr. Game & Watch,11193,2,Battlefield,Omega,Wii Fit Studio,Good,,,,,,,,
,,,,,Ganondorf,,,,,,11194,3,Battlefield,Battlefield,Wily Castle,,,,,,,,,
,,,,,Wario,7729,Pink,King K. Rool,Teal,King K. Rool,11195,2,Battlefield,Battlefield,Dream Land GB,,,,,,,,,
,,,,,Wario,7730,Green,Donkey Kong,Orange,Kirby,11196,4,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Wario,7731,Black,Wolf,Craft,Yoshi,11197,-3,Battlefield,Omega,Gerudo Valley,Good,,,,,,,,
,,,,,Wario,7732,Plum,Ganondorf,Blue,Luigi,11198,2,Battlefield,Battlefield,75m,Good,,,,,,,,
,,,,,Wario,,,,,,11199,-2,Battlefield,Battlefield,Pirate Ship,,,,,,,,,
,,,,,Wario,,,,,,11200,2,Battlefield,Battlefield,Pac-Land,,,,,,,,,
,,,,,Little Mac,7733,Teal,Captain Falcon,Red,Captain Falcon,11201,1,Battlefield,Battlefield,Smashville,,,,,,,,,
,,,,,Little Mac,,,,,,11202,-2,Battlefield,Battlefield,Living Room,,,,,,,,,
,,,,,Little Mac,7734,Yellow,Little Mac,Pink,Little Mac,11203,5,Battlefield,Battlefield,Bridge of Eldin,,,,,,,,,
,,,,,Little Mac,7735,White,Hero,White,Samus,11204,3,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Little Mac,7736,Green,Meta Knight,White,Ridley,11205,3,Battlefield,Battlefield,Pac-Land,,,,,,,,,
,,,,,Little Mac,7737,Blue,Bowser,,Captain Falcon,11206,-2,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Little Mac,,,,,,11207,2,Battlefield,Battlefield,Green Greens,,,,,,,,,
2020-09-02,Lake Ogemaw,JP4,RCS,,Bowser,7738,,Bowser,,Mr. Game & Watch,11208,4,Small Battlefield,Battlefield,Garreg Mach Monastery,,,,,,,,,
,,,,,Bowser,7739,Red,Link,Flower,Jigglypuff,11209,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Ganondorf,7740,,Ice Climbers,Green,Ike,11210,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Ganondorf,7741,,Young Link,Green,Pikachu,11211,1,Small Battlefield,Regular,Jungle Japes,,,,,,,,,
,,,,,Ganondorf,7742,,Lucas,Green,Pikachu,11212,1,Small Battlefield,Regular,Hanenbow,,,,,,,,,
,,,,,Ganondorf,7743,Yellow,Donkey Kong,Black,Donkey Kong,11213,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7744,,Dark Samus,,Bowser,11214,-1,Small Battlefield,Omega,Great Bay,,,,,,,,,
,,,,,Kirby,7745,Yellow,Little Mac,Yellow,Rosalina & Luma,11215,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7746,Black,Terry,Yellow,Ness,11216,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7747,,Mario,Pink,Luigi,11217,3,Small Battlefield,Omega,Battlefield,,,,,,,,,
,,,,,Kirby,7748,Gray,Diddy Kong,,Mega Man,11218,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7749,Dark,Mewtwo,,Lucas,11219,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7750,Gray,Bowser,Black,Donkey Kong,11220,1,Small Battlefield,Battlefield,Luigi's Mansion,,,,,,,,,
,,,,,Kirby,,,,,,11221,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7751,Pink,Wolf,Pink,Corrin,11222,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7752,,Palutena,,Kirby,11223,6,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7753,Gray,Lucas,Green,Lucas,11224,4,Small Battlefield,Battlefield,Wuhu Island,,,,,,,,,
,,,,,Kirby,7754,Blue,Mario,Red,Byleth,11225,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7755,Purple,Dr. Mario,Pink,Dr. Mario,11226,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7756,White,Donkey Kong,Gray,Captain Falcon,11227,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Ridley,7757,Pink,Donkey Kong,Red/White,Lucina,11228,-3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Ridley,7758,Blue,Min Min,Gray,Lucas,11229,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,7759,Red,Bowser,Gray,Captain Falcon,11230,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,7760,Teal,Chrom,,Palutena,11231,-2,Small Battlefield,Omega,Gaur Plain,,,,,,,,,
,,,,,Palutena,7761,,Roy,Red,Bowser,11232,2,Small Battlefield,Omega,Peach's Castle,,,,,,,,,
,,,,,Palutena,7762,Blue,Banjo & Kazooie,,King K. Rool,11233,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,7763,Blue,Young Link,Black,Greninja,11234,4,Small Battlefield,Omega,King of Fighters Stadium,,,,,,,,,
,,,,,Palutena,7764,Brown,Ganondorf,Black,Ike,11235,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,,,,,,11236,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,7765,Green,Ness,Blue,Ness,11237,-2,Small Battlefield,Omega,Find Mii,SM,,,,,,,,
2020-09-03,Lake Ogemaw,JP4,RCS,,Dark Samus,7766,Saturn,Ness,White,Ness,11238,1 out of 2,Small Battlefield,Battlefield,Port Town Aero Dive,,,,,,,,,
,,,,,Dark Samus,7767,Lime M,Byleth,,King K. Rool,11239,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dark Samus,7768,,Byleth,Teal F,Byleth,11240,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dark Samus,7769,Red,Byleth,Green,Isabelle,11241,4,Small Battlefield,Battlefield,Wily Castle,,,,,,,,,
,,,,,Dark Samus,7770,Skull,Pichu,Green,Pikachu,11242,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dark Samus,7771,White,Ganondorf,Purple,Yoshi,11243,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dark Samus,7772,Purple,Mario,Yellow,Wario,11244,5,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dark Samus,7773,Pink,Isabelle,Yellow,Piranha Plant,11245,-1,Small Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
,,,,,Dark Pit,7774,White,Ganondorf,,Ganondorf,11246,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dark Pit,7775,,Wario,Black,Greninja,11247,2,Small Battlefield,Battlefield,Mushroom Kingdom U,,,,,,,,,
,,,,,Dark Pit,7776,,Falco,,Ken,11248,6,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dark Pit,7777,Blue,Ness,Green,Little Mac,11249,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dark Pit,7778,Cuphead,Mii Gunner,Sans,Mii Gunner,11250,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dark Pit,7779,Purple,Fox,,King Dedede,11251,-1,Small Battlefield,Omega,Arena Ferox,Good,,,,,,,,
,,,,,Dark Pit,7780,Brown,Zelda,Black,Donkey Kong,11252,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dark Pit,7781,,Kirby,,Roy,11253,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dark Pit,7782,Yellow,Little Mac,Pink,Little Mac,11254,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dark Pit,7783,Gray,Lucas,Craft,Yoshi,11255,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Banjo & Kazooie,7784,Green,Lucas,Black,Zelda,11256,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Banjo & Kazooie,7785,Alola,Pokemon Trainer,Dark,Meta Knight,11257,5,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Banjo & Kazooie,7786,Gray,Diddy Kong,,Ganondorf,11258,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7787,Blue,Ganondorf,Blue,Wario,11259,3,Small Battlefield,Battlefield,Hanenbow,SM,,,,,,,,
,,,,,Kirby,7788,Gray,Bayonetta,Brown,King K. Rool,11260,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,,,,,,11261,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7789,Teal F,Byleth,Purple,Palutena,11262,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7790,Pink,Captain Falcon,White,Chrom,11263,2,Small Battlefield,Omega,Moray Towers,,,,,,,,,
,,,,,Kirby,7791,Yellow,Terry,Blue,Little Mac,11264,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7792,Purple,Ridley,Serena,Jigglypuff,11265,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,7793,,Falco,White,Sonic,11266,2,Small Battlefield,Regular,Smashville,SM,SB,,,,,,,
,,,,,Kirby,7794,Green,Little Mac,Blue,Joker,11267,5,Small Battlefield,Omega,Arena Ferox,SM,SB,,,,,,,
,,,,,Kirby,7795,Black/Red,Dark Pit,Red,Chrom,11268,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,7796,Red,Mr. Game & Watch,,Mr. Game & Watch,11269,2,Small Battlefield,Omega,Venom,,,,,,,,,
,,,,,Palutena,7797,,Joker,White,King K. Rool,11270,3,Small Battlefield,Omega,Battlefield,,,,,,,,,
,,,,,Palutena,7798,White,Mr. Game & Watch,,Palutena,11271,1 out of 4,Small Battlefield,Battlefield,Arena Ferox,4m2s,,,,,,,,
,,,,,Palutena,7799,Red,Richter,Purple,Ganondorf,11272,2,Small Battlefield,Omega,Arena Ferox,,,,,,,,,
,,,,,Palutena,7800,,Kirby,,Cloud,11273,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,,,,,,11274,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,7801,,Ganondorf,Pink,Captain Falcon,11275,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,7802,White,Ganondorf,Teal,Toon Link,11276,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,7803,Pink,Little Mac,Blue,Wolf,11277,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Pikachu,7804,Red,Hero,Pink,Samus,11278,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Pikachu,7805,Red,Mr. Game & Watch,,Greninja,11279,-2,Small Battlefield,Battlefield,Mario Galaxy,SM,,,,,,,,
,,,,,Pikachu,7806,,King Dedede,,Ridley,11280,1,Small Battlefield,Battlefield,Hanenbow,SM,,,,,,,,
,,,,,Ridley,7807,Belch,Ness,White,Dark Pit,11281,-3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Ridley,7808,Black,Snake,Leaf,Pokemon Trainer,11282,-2,Small Battlefield,Omega,Skyloft,,,,,,,,,
,,,,,Ridley,7809,Gray,Captain Falcon,Gray,Bowser,11283,-2,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Ridley,7810,Purple,Zelda,,Terry,11284,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dark Pit,7811,,Incineroar,Green,Mario,11285,-1,Small Battlefield,Omega,Windy Hill Zone,Chop,,,,,,,,
,,,,,Dark Pit,7812,Black,Zelda,Cappy/Butler,Mii Brawler,11286,4,Small Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
